96
(0.0,0.7,0.35,0.8,0.55,0.02,0.0,0.0)
(-0.15,0.6,0.15,0.8,0.55,0.02,0.0,0.0)
(0.0,0.7,0.35,0.8,0.55,0.02,0.0,0.0)
(-0.15,0.7,0.15,0.8,0.55,0.02,0.0,0.0)
(0.15,0.7,0.15,0.8,0.40,0.05,0.0,0.0)
(0.0,0.7,0.35,0.8,0.40,0.05,0.0,0.0)
(-0.15,0.7,0.15,0.8,0.40,0.05,0.0,0.0)
(0.15,0.7,-0.15,0.8,0.40,0.05,0.0,0.0)
(0.35,0.7,0.0,0.8,0.40,0.05,0.0,0.0)
(0.15,0.7,0.15,0.8,0.40,0.05,0.0,0.0)
(-0.15,0.7,-0.15,0.8,0.40,0.05,0.0,0.0)
(0.0,0.7,-0.35,0.8,0.40,0.05,0.0,0.0)
(0.15,0.7,-0.15,0.8,0.40,0.05,0.0,0.0)
(-0.15,0.7,0.15,0.8,0.40,0.05,0.0,0.0)
(-0.35,0.7,0.0,0.8,0.40,0.05,0.0,0.0)
(-0.15,0.7,-0.15,0.8,0.40,0.05,0.0,0.0)
(-0.15,0.7,0.15,0.8,0.05,0.05,0.0,0.0)
(0.15,0.7,0.15,0.8,0.05,0.05,0.0,0.0)
(0.0,1.3,0.0,0.8,0.05,0.05,0.0,0.0)
(0.15,0.7,0.15,0.8,0.05,0.05,0.0,0.0)
(0.15,0.7,-0.15,0.8,0.05,0.05,0.0,0.0)
(0.0,1.3,0.0,0.8,0.05,0.05,0.0,0.0)
(0.15,0.7,-0.15,0.8,0.05,0.05,0.0,0.0)
(-0.15,0.7,-0.15,0.8,0.05,0.05,0.0,0.0)
(0.0,1.3,0.0,0.8,0.05,0.05,0.0,0.0)
(-0.15,0.7,-0.15,0.8,0.05,0.05,0.0,0.0)
(-0.15,0.7,0.15,0.8,0.05,0.05,0.0,0.0)
(0.0,1.3,0.0,0.8,0.05,0.05,0.0,0.0)
